refcode,natoms,heavy_rmsd
,80,0.13327624099943727
,100,0.13753635060973354
,62,1.0135308684540494
,70,0.3846980507101846
,50,0.4803573939056668
,17,0.04584366098702358
,41,0.10112982380331902
,42,0.07198386025352752
,18,0.03537052645546148
,37,0.7714247507024162
,69,1.0176571682222364
,77,0.27401524584464015
,80,0.16812459795445886
,107,0.24442630796688564
,53,0.42696481868543923
,55,0.17876586204080008
,53,0.07569704644654167
,90,0.3509954336517177
,71,0.204613125505526
,41,0.12440533839156795
,61,0.10168000689440783
,29,0.20621285395536362
,62,0.24699815370384276
,41,0.07848364576545457
,44,0.15016807427411819
,61,0.16665745080777275
,36,0.3036619223772606
,104,0.27708579069099215
,68,0.15188682356946845
,74,0.5274309304253416
,27,0.3663007147789013
,39,0.1509235684895986
,74,0.2606712796505958
,98,0.18918624840655648
,51,0.32340020665495406
,80,0.14342542344410533
,45,0.434272280057242
,71,0.23575627601994462
,113,0.7598105855308823
,57,0.1358975288281137
,47,0.4730725706870793
,54,0.39128432502186294
,70,1.1703638250487296
,83,0.31994535446071515
,59,0.20519427795010925
,62,0.17661154602808385
,54,0.1747583249363844
,84,0.42019038379316354
,60,0.18017354234308675
,47,0.09061328179659782
,39,0.4339915633265927
,38,0.09307055571945344
,30,0.07409329054794198
,30,0.1718781305520853
,71,0.2512188225157757
,56,0.1328277738261641
,39,0.24914962866161455
,57,0.3260139665541258
,79,0.16453281232764502
,34,0.1989464650116555
,123,0.11695725836919668
,45,0.833365926544059
,44,0.09219350505051015
,91,0.19497163513688792
,77,0.3216382968157374
,49,0.13227680266068997
,83,0.15228449084100876
,41,0.055598197187858626
,57,0.42142834912665333
,55,0.17428828627375845
,43,0.19805436587129338
,59,0.974079259548665
,90,0.19478855948753207
,61,0.12062078082298744
,34,0.0879537658623469
,65,0.3112657220151346
,79,0.5201568760583247
,73,0.12252471486984057
,97,0.32888325697212534
,32,0.1262652390783997
,46,0.7241721533810268
,37,0.04476256278411135
,91,0.525996328875573
,89,0.13950842823780107
,77,0.4872018758783502
,47,0.15086779710569756
,21,0.21593107671447148
,61,0.13660411502918415
,33,0.17301701235435998
,43,0.3638885085917542
,83,0.4613009519937759
,102,0.7099042823459363
,75,0.14772762814805637
,100,0.4108205287299198
,104,0.3854053471568261
,88,0.6731160999361547
,60,0.26516359161560976
,107,0.2909713713373949
,117,0.18426959083599426
,81,0.129285942599448
,60,0.13208550653421466
,56,1.0914944139017682
,79,0.09737833942560174
,82,0.16408076775095287
,76,0.141205340382476
,41,0.307498893773762
,63,0.23191865288797978
,73,0.20116967605283614
,75,0.1526418325960483
,68,1.281441670516488
,25,0.08658554312414529
,43,0.044733626902869854
,65,0.5046528012074688
,22,0.1698589023294825
,95,0.11413539283342862
,40,0.08502994528032767
,58,0.7677922051971957
,83,0.45517812470634267
,64,1.4820348916763184
,39,0.06037098733267877
,36,0.19495317888486094
,30,0.6153590400463096
,40,0.4518659949940389
,98,0.4130770329750467
,63,0.17772671523132025
,87,0.27148235346762645
,81,0.9561402884791051
,34,0.15053565848474534
,77,0.42688471555977764
,68,0.2212209832756041
,102,0.28124047400328483
,72,0.22397382817201023
,53,0.4762825362183691
,63,0.13803425629501545
,102,0.657596397249283
,69,0.38916772771455965
,75,0.1532526541813082
,77,0.11849551066132924
,53,1.3510774904332226
,52,1.3695708835579952
,57,0.2938756056442435
,67,0.18485302229004869
,54,0.12282909902123944
,39,0.3301610483298121
,75,0.9569024164423527
