reaction_id,enzyme,step_type,ref_value,calculated_value,error,abs_error,atoms_count
DMML_RE1,DMML,RE,-0.847,-0.7393349244086315,0.10766507559136851,0.10766507559136851,96
DMML_RE3,DMML,RE,65.056,61.673613676494845,-3.382386323505152,3.382386323505152,96
DMML_RE4,DMML,RE,-9.166,-11.42483363735908,-2.2588336373590803,2.2588336373590803,96
DMML_RE5,DMML,RE,-31.746,-29.767104573887977,1.9788954261120217,1.9788954261120217,96
DMML_RE6,DMML,RE,24.144,-19.76631207595741,-43.91031207595741,43.91031207595741,96
CDO_1RE1,CDO,RE,-1.168,-1.2783096004733745,-0.11030960047337457,0.11030960047337457,81
CDO_1RE2,CDO,RE,-52.083,-51.30143832210379,0.7815616778962067,0.7815616778962067,81
CDO_3RE1,CDO,RE,-2.643,-23.945166429622294,-21.302166429622293,21.302166429622293,81
CDO_3RE4,CDO,RE,-77.322,-75.31669400165441,2.005305998345591,2.005305998345591,81
CDO_5RE1,CDO,RE,-43.307,-28.296027543877667,15.010972456122335,15.010972456122335,81
CDO_5RE2,CDO,RE,-67.762,-61.24578225327769,6.516217746722312,6.516217746722312,81
CDO_5RE3,CDO,RE,-10.277,-16.708258942475144,-6.431258942475145,6.431258942475145,81
CDO_5RE4,CDO,RE,-1.082,-1.122032785289612,-0.04003278528961185,0.04003278528961185,81
CoNHase_RE1,CoNHase,RE,28.103,31.2554290134547,3.1524290134547,3.1524290134547,116
CoNHase_RE2,CoNHase,RE,-27.574,-27.622421908996262,-0.048421908996260754,0.048421908996260754,116
CoNHase_RE3,CoNHase,RE,8.371,6.186195516892853,-2.184804483107148,2.184804483107148,116
NiSOD_1RE4,NiSOD,RE,8.043,8.645872950132027,0.6028729501320278,0.6028729501320278,59
NiSOD_3RE4,NiSOD,RE,25.44,21.844556201773678,-3.5954437982263237,3.5954437982263237,59
NiSOD_3BH4,NiSOD,BH,27.773,27.75138436948565,-0.02161563051435067,0.02161563051435067,59
NiSOD_3RBH4,NiSOD,BH,2.333,-5.906828167711972,-8.239828167711973,8.239828167711973,59
Hc_1RE1,Hc,RE,-26.506,-16.824622601881163,9.681377398118837,9.681377398118837,58
Hc_1RE2,Hc,RE,-9.933,0.43878630480502895,10.37178630480503,10.37178630480503,58
Hc_3RE1,Hc,RE,6.954,-16.656890581784815,-23.610890581784815,23.610890581784815,58
Hc_3RE2,Hc,RE,-6.035,4.804082571687229,10.839082571687229,10.839082571687229,58
Hc_3BH1,Hc,BH,5.229,-1.2838516434548422,-6.512851643454843,6.512851643454843,58
Hc_3BH2,Hc,BH,4.165,2.953760461542328,-1.2112395384576722,1.2112395384576722,58
AAP_RE2,AAP,RE,4.139,4.424485615807785,0.28548561580778475,0.28548561580778475,82
AAP_RE3,AAP,RE,0.723,0.5503776494214531,-0.1726223505785469,0.1726223505785469,82
AAP_RE4,AAP,RE,0.739,0.7937437114568483,0.05474371145684831,0.05474371145684831,82
AAP_RE5,AAP,RE,-3.412,-3.7776940122960396,-0.3656940122960397,0.3656940122960397,82
AAP_BH1,AAP,BH,8.797,8.193822579163516,-0.6031774208364844,0.6031774208364844,82
AAP_BH3,AAP,BH,2.339,2.056625759741733,-0.28237424025826696,0.28237424025826696,82
AAP_BH4,AAP,BH,1.706,2.2339271506805867,0.5279271506805867,0.5279271506805867,82
AAP_BH5,AAP,BH,1.483,1.0110269839048607,-0.4719730160951394,0.4719730160951394,82
PTE_RE1,PTE,RE,2.492,3.4261481509517604,0.9341481509517604,0.9341481509517604,82
PTE_BH1,PTE,BH,6.652,5.775578514881027,-0.8764214851189731,0.8764214851189731,82
PTE_BH2,PTE,BH,8.302,5.63907271811131,-2.66292728188869,2.66292728188869,82
AH_RE1,AH,RE,-8.459,-1.8156788434522164,6.643321156547783,6.643321156547783,116
AH_RE2,AH,RE,9.954,7.939416415633293,-2.014583584366708,2.014583584366708,116
AH_RE3,AH,RE,-22.538,-26.077907311422994,-3.5399073114229935,3.5399073114229935,116
AH_RE4,AH,RE,-2.685,-7.1091216111796225,-4.424121611179622,4.424121611179622,116
AH_RE5,AH,RE,-3.418,-2.62191414385142,0.7960858561485802,0.7960858561485802,116
AH_BH2,AH,BH,16.709,16.675259595277954,-0.03374040472204598,0.03374040472204598,116
AH_BH3,AH,BH,14.66,-17.17237205382197,-31.83237205382197,31.83237205382197,116
AH_BH4,AH,BH,8.501,10.253747174013265,1.7527471740132654,1.7527471740132654,116
AH_BH5,AH,BH,17.105,41.51047372927712,24.405473729277123,24.405473729277123,116
WFOR_RE1,WFOR,RE,-3.21,-1.7958418483360112,1.4141581516639887,1.4141581516639887,101
WFOR_RE2,WFOR,RE,-14.939,-17.848809188837755,-2.9098091888377553,2.9098091888377553,101
WFOR_BH1,WFOR,BH,14.272,12.297221577791039,-1.9747784222089617,1.9747784222089617,101
WFOR_BH2,WFOR,BH,19.699,25.78778575978998,6.088785759789978,6.088785759789978,101
MoCuCODH_RE1,MoCuCODH,RE,10.721,9.711682589064013,-1.0093174109359868,1.0093174109359868,89
MoCuCODH_RE2,MoCuCODH,RE,-5.793,-20.324782867510528,-14.531782867510529,14.531782867510529,89
MoCuCODH_RE3,MoCuCODH,RE,-2.63,-7.7841072587478815,-5.154107258747882,5.154107258747882,89
MoCuCODH_RE4,MoCuCODH,RE,5.881,20.678330022153673,14.797330022153673,14.797330022153673,89
MoCuCODH_RE5,MoCuCODH,RE,1.8,-4.436625329005285,-6.236625329005284,6.236625329005284,89
